Customer,Age,Gender,Frequency of Purchases,Purchase Amount (USD),Category,Review Rating,Item Purchased,Subscription Status
5061,29,Female,rare,12316,Clothing,5,,
5062,30,Female,occasional,13830,Books,4,,
5063,34,Male,occasional,10239,Clothing,5,,
5064,31,Female,occasional,3034,Food,5,,
5065,39,Male,frequent,6622,Electronics,5,,
5066,29,Female,rare,5968,Electronics,5,,
5067,37,Male,occasional,7927,Food,7,,
5068,28,Female,rare,5675,Electronics,6,,
5069,29,Female,occasional,1302,Clothing,5,,
5070,29,Male,rare,18112,Electronics,6,,
5071,31,Male,occasional,11008,Health,5,,
5072,32,Female,rare,17312,Clothing,4,,
5073,31,Female,occasional,18511,Electronics,4,,
5074,33,Male,frequent,13426,Books,5,,
5075,27,Male,rare,9999,Health,5,,
5076,29,Male,occasional,10735,Electronics,6,,
5077,33,Female,occasional,15656,Health,5,,
5078,35,Female,rare,12178,Home,5,,
5079,32,Female,occasional,10502,Clothing,5,,
5080,33,Male,frequent,10177,Books,6,,
5081,34,Female,rare,10161,Clothing,4,,
5082,33,Male,rare,2262,Home,6,,
5083,29,Female,occasional,2516,Electronics,3,,
5084,29,Female,rare,5993,Food,6,,
5085,33,Female,occasional,15849,Food,4,,
5086,28,Female,rare,2257,Electronics,6,,
5087,29,Male,frequent,2417,Clothing,5,,
5088,30,Female,occasional,6829,Food,5,,
5089,23,Male,rare,8306,Electronics,4,,
5090,31,Female,rare,8849,Food,5,,
5091,33,Male,occasional,7551,Food,5,,
5092,30,Male,occasional,2974,Electronics,5,,
5093,38,Female,occasional,12041,Electronics,5,,
5094,29,Female,rare,5108,Home,6,,
5095,33,Female,rare,6251,Clothing,3,,
5096,32,Male,occasional,7348,Clothing,7,,
5097,34,Female,rare,3419,Beauty,6,,
5098,32,Male,occasional,7581,Health,5,,
5099,29,Male,rare,5605,Electronics,5,,
5100,33,Female,occasional,13794,Books,5,,
5101,31,Male,occasional,7233,Food,6,,
5102,31,Male,occasional,10411,Books,4,,
5103,33,Female,rare,8196,Health,5,,
5104,33,Male,occasional,8033,Home,5,,
5105,30,Male,rare,10262,Food,5,,
5106,28,Male,rare,14966,Clothing,5,,
5107,36,Male,rare,8257,Clothing,5,,
5108,30,Male,frequent,8859,Food,6,,
5109,28,Male,rare,13552,Electronics,6,,
5110,26,Female,frequent,16685,Home,8,,
5111,31,Female,rare,10845,Electronics,6,,
5112,32,Male,occasional,3941,Electronics,3,,
5113,25,Male,rare,11304,Health,5,,
5114,24,Female,rare,2089,Electronics,5,,
5115,31,Female,occasional,10665,Home,5,,
5116,26,Female,occasional,2322,Books,4,,
5117,36,Female,occasional,2227,Clothing,4,,
5118,25,Male,rare,9983,Clothing,5,,
5119,23,Female,frequent,6250,Food,5,,
5120,30,Female,rare,10524,Books,5,,
5121,32,Male,occasional,7324,Beauty,4,,
5122,31,Female,rare,2689,Electronics,5,,
5123,29,Male,frequent,12652,Books,5,,
5124,32,Female,frequent,4917,Clothing,7,,
5125,27,Female,frequent,12537,Home,7,,
5126,31,Male,occasional,10096,Health,7,,
5127,26,Male,rare,14297,Books,5,,
5128,26,Female,rare,5105,Food,3,,
5129,30,Male,frequent,2774,Clothing,9,,
5130,32,Female,frequent,2062,Books,5,,
5131,26,Female,rare,12037,Home,5,,
5132,23,Male,rare,3661,Food,6,,
5133,25,Female,rare,13354,Electronics,5,,
5134,21,Female,occasional,7223,Clothing,4,,
5135,31,Female,frequent,9785,Electronics,6,,
5136,33,Male,occasional,6701,Health,4,,
5137,38,Male,rare,12675,Electronics,5,,
5138,26,Female,rare,7208,Electronics,6,,
5139,28,Female,rare,9990,Electronics,5,,
5140,30,Female,frequent,8974,Electronics,4,,
5141,31,Male,occasional,10635,Electronics,6,,
5142,26,Female,rare,10767,Electronics,4,,
5143,34,Female,rare,11977,Clothing,6,,
5144,28,Male,frequent,11018,Books,5,,
5145,34,Male,rare,2148,Electronics,5,,
5146,23,Male,rare,2334,Electronics,6,,
5147,29,Male,occasional,3083,Electronics,6,,
5148,32,Female,frequent,6148,Clothing,6,,
5149,28,Male,occasional,2847,Books,5,,
5150,28,Male,occasional,6504,Beauty,5,,
5151,27,Male,occasional,13208,Home,4,,
5152,30,Male,rare,5589,Books,3,,
5153,36,Male,rare,7271,Clothing,6,,
5154,25,Male,rare,2180,Electronics,4,,
5155,30,Female,rare,14736,Books,8,,
5156,28,Female,occasional,11289,Clothing,6,,
5157,36,Female,rare,16792,Electronics,4,,
5158,39,Female,occasional,2537,Food,3,,
5159,32,Female,rare,12687,Health,6,,
5160,30,Female,rare,7335,Food,4,,
5161,36,Male,rare,3486,Electronics,4,,
5162,28,Male,frequent,11357,Books,5,,
5163,30,Female,occasional,19460,Books,6,,
5164,35,Male,frequent,5254,Food,5,,
5165,30,Male,occasional,15339,Health,5,,
5166,28,Male,frequent,9964,Electronics,6,,
5167,31,Male,occasional,14242,Clothing,4,,
5168,28,Male,occasional,12800,Electronics,4,,
5169,38,Male,frequent,11874,Clothing,5,,
5170,28,Female,rare,4609,Electronics,7,,
5171,34,Male,frequent,11313,Electronics,3,,
5172,30,Male,rare,12459,Home,6,,
5173,36,Female,rare,10369,Electronics,4,,
5174,34,Male,occasional,8134,Home,6,,
5175,27,Female,rare,17519,Beauty,5,,
5176,31,Female,rare,14442,Electronics,3,,
5177,29,Female,occasional,7876,Electronics,4,,
5178,32,Male,rare,12625,Electronics,5,,
5179,30,Male,occasional,18283,Health,7,,
5180,32,Female,rare,1979,Electronics,4,,
5181,29,Female,rare,1547,Clothing,6,,
5182,34,Male,rare,5403,Electronics,5,,
5183,31,Male,occasional,15248,Electronics,5,,
5184,24,Male,occasional,6489,Electronics,6,,
5185,30,Male,rare,15867,Clothing,5,,
5186,28,Female,rare,6853,Food,5,,
5187,35,Male,occasional,10300,Electronics,3,,
5188,25,Male,occasional,3982,Electronics,4,,
5189,21,Female,rare,13994,Electronics,6,,
5190,32,Female,rare,2798,Books,7,,
5191,34,Male,rare,13472,Health,5,,
5192,32,Male,occasional,16473,Clothing,4,,
5193,36,Male,rare,11619,Food,3,,
5194,34,Female,rare,16263,Clothing,6,,
5195,26,Female,rare,12963,Health,4,,
5196,34,Male,rare,6488,Clothing,6,,
5197,27,Male,occasional,4296,Electronics,5,,
5198,35,Male,frequent,4598,Electronics,4,,
5199,34,Female,frequent,12829,Home,7,,
5200,30,Male,frequent,1717,Electronics,5,,
5201,35,Male,rare,10864,Electronics,5,,
5202,29,Female,frequent,15801,Books,6,,
5203,35,Male,rare,8381,Electronics,4,,
5204,20,Male,occasional,14123,Electronics,8,,
5205,25,Male,rare,11407,Electronics,4,,
5206,31,Male,rare,4354,Clothing,5,,
5207,28,Male,occasional,1979,Health,4,,
5208,18,Male,rare,10105,Food,6,,
5209,26,Female,rare,7271,Electronics,4,,
5210,37,Female,rare,12735,Food,5,,
5211,25,Male,rare,6603,Home,4,,
5212,31,Male,frequent,15306,Electronics,7,,
5213,28,Female,rare,11914,Electronics,5,,
5214,30,Male,frequent,7745,Clothing,5,,
5215,29,Female,rare,10318,Electronics,5,,
5216,29,Female,frequent,8393,Clothing,4,,
5217,29,Female,rare,6382,Health,7,,
5218,20,Male,occasional,7375,Clothing,5,,
5219,30,Male,rare,2052,Electronics,5,,
5220,31,Female,rare,8810,Electronics,5,,
5221,32,Male,rare,6510,Electronics,6,,
5222,36,Female,rare,12283,Food,5,,
5223,30,Female,rare,11811,Home,6,,
5224,31,Female,frequent,7268,Health,5,,
5225,24,Male,rare,13061,Electronics,5,,
5226,30,Male,rare,8710,Electronics,7,,
5227,23,Male,frequent,7867,Food,5,,
5228,39,Male,rare,1993,Food,4,,
5229,28,Male,rare,1723,Health,4,,
5230,32,Female,rare,5333,Food,5,,
5231,32,Male,rare,6842,Books,6,,
5232,24,Male,frequent,17521,Food,7,,
5233,32,Male,rare,14618,Books,4,,
5234,25,Male,rare,14819,Electronics,7,,
5235,32,Female,rare,11696,Clothing,6,,
5236,27,Male,rare,15752,Food,3,,
5237,27,Male,frequent,12842,Food,6,,
5238,32,Male,frequent,15822,Clothing,7,,
5239,32,Male,rare,7663,Electronics,5,,
5240,29,Female,rare,12660,Clothing,5,,
5241,27,Female,occasional,13399,Books,4,,
5242,31,Female,rare,20233,Health,6,,
5243,30,Male,rare,8203,Beauty,8,,
5244,34,Male,rare,9628,Electronics,4,,
5245,27,Male,occasional,10702,Food,6,,
5246,29,Male,frequent,3590,Clothing,6,,
5247,40,Female,occasional,5362,Electronics,5,,
5248,24,Female,frequent,11549,Food,4,,
5249,31,Female,rare,7549,Books,4,,
5250,32,Female,frequent,5497,Electronics,5,,
5251,28,Male,rare,12834,Books,7,,
5252,27,Male,occasional,13958,Books,6,,
5253,23,Female,occasional,18138,Health,5,,
5254,24,Female,frequent,14877,Beauty,6,,
5255,29,Female,rare,11417,Books,5,,
5256,36,Female,frequent,5597,Books,6,,
5257,30,Female,rare,8991,Clothing,6,,
5258,37,Female,frequent,15135,Beauty,8,,
5259,27,Female,frequent,16017,Food,5,,
5260,33,Female,occasional,5094,Electronics,5,,
5261,31,Male,rare,8720,Clothing,5,,
5262,32,Male,rare,6175,Electronics,6,,
5263,31,Male,occasional,18217,Electronics,4,,
5264,33,Female,rare,6449,Electronics,4,,
5265,30,Female,frequent,3546,Electronics,5,,
5266,34,Female,frequent,13472,Clothing,5,,
5267,32,Female,occasional,8784,Books,6,,
5268,30,Male,rare,6893,Food,6,,
5269,29,Female,occasional,18772,Books,6,,
5270,24,Male,rare,3681,Electronics,3,,
5271,27,Female,frequent,2512,Food,5,,
5272,29,Male,rare,10083,Beauty,3,,
5273,34,Male,rare,10854,Health,4,,
5274,34,Male,occasional,12484,Health,3,,
5275,26,Male,occasional,3302,Books,5,,
5276,28,Male,rare,7358,Clothing,5,,
5277,38,Male,rare,9499,Health,5,,
5278,24,Female,frequent,2737,Electronics,4,,
5279,31,Female,occasional,15242,Health,5,,
5280,31,Female,rare,7282,Food,4,,
5281,28,Male,occasional,14561,Food,6,,
5282,24,Male,frequent,5188,Food,5,,
5283,28,Female,rare,7427,Books,4,,
5284,42,Male,rare,13544,Health,4,,
5285,30,Female,frequent,16722,Home,5,,
5286,29,Male,occasional,11538,Clothing,6,,
5287,31,Male,frequent,15013,Clothing,6,,
5288,25,Female,rare,11755,Electronics,5,,
5289,33,Male,rare,5760,Electronics,7,,
5290,33,Female,rare,19617,Electronics,5,,
5291,28,Female,rare,19631,Clothing,5,,
5292,30,Male,rare,14014,Food,6,,
5293,28,Male,rare,13593,Books,5,,
5294,33,Male,occasional,5749,Electronics,5,,
5295,23,Male,rare,2787,Books,6,,
5296,29,Female,rare,4731,Clothing,6,,
5297,33,Female,rare,4646,Electronics,5,,
5298,38,Male,frequent,6626,Electronics,4,,
5299,26,Male,occasional,2989,Electronics,5,,
5300,25,Female,frequent,17412,Electronics,4,,
5301,30,Female,rare,4999,Books,4,,
5302,30,Male,rare,10437,Clothing,5,,
5303,33,Female,frequent,7075,Clothing,5,,
5304,29,Male,rare,4265,Home,6,,
5305,27,Male,frequent,10609,Health,4,,
5306,38,Female,occasional,4181,Clothing,4,,
5307,29,Female,occasional,5993,Electronics,6,,
5308,34,Male,frequent,11602,Clothing,5,,
5309,33,Male,rare,3625,Books,5,,
5310,28,Female,occasional,9432,Electronics,6,,
5311,37,Female,rare,13353,Clothing,4,,
5312,25,Female,occasional,16263,Electronics,5,,
5313,26,Female,frequent,15949,Health,4,,
5314,35,Male,rare,5587,Health,5,,
5315,23,Female,frequent,15769,Electronics,6,,
5316,33,Male,occasional,1904,Food,4,,
5317,31,Female,rare,19642,Electronics,5,,
5318,33,Female,rare,7448,Clothing,5,,
5319,33,Male,rare,14651,Clothing,5,,
5320,27,Female,occasional,14284,Clothing,5,,
5321,27,Male,frequent,2724,Clothing,5,,
5322,34,Male,rare,20952,Home,4,,
5323,34,Male,rare,4619,Food,6,,
5324,25,Male,frequent,10934,Food,6,,
5325,24,Male,occasional,7821,Electronics,4,,
5326,25,Female,occasional,7314,Health,5,,
5327,30,Female,rare,9176,Clothing,4,,
5328,30,Male,rare,2375,Food,7,,
5329,40,Female,rare,17332,Beauty,5,,
5330,32,Female,rare,6413,Clothing,6,,
5331,29,Female,occasional,12686,Clothing,4,,
5332,28,Female,rare,18079,Books,7,,
5333,28,Female,rare,10517,Electronics,5,,
5334,27,Female,frequent,3331,Electronics,5,,
5335,25,Female,occasional,18335,Electronics,4,,
5336,31,Male,occasional,10739,Books,4,,
5337,16,Male,rare,10087,Books,4,,
5338,25,Male,rare,6437,Books,5,,
5339,34,Male,rare,16170,Books,4,,
5340,31,Female,rare,4944,Food,5,,
5341,32,Male,rare,8554,Food,6,,
5342,27,Female,occasional,16447,Beauty,5,,
5343,36,Male,occasional,3916,Electronics,3,,
5344,29,Female,rare,4724,Clothing,5,,
5345,33,Female,rare,7648,Clothing,4,,
5346,30,Female,rare,8569,Electronics,5,,
5347,32,Male,occasional,13879,Clothing,3,,
5348,28,Male,frequent,11405,Clothing,3,,
5349,36,Male,rare,18429,Electronics,5,,
5350,28,Male,rare,10581,Clothing,6,,
5351,43,Female,rare,17448,Food,5,,
5352,29,Male,rare,4176,Clothing,3,,
5353,31,Male,rare,11878,Books,5,,
5354,27,Male,rare,10776,Food,5,,
5355,33,Male,rare,5667,Health,7,,
5356,31,Female,occasional,14409,Electronics,4,,
5357,33,Female,frequent,12907,Books,7,,
5358,33,Female,rare,14084,Clothing,5,,
5359,27,Female,occasional,6527,Clothing,5,,
5360,34,Male,frequent,14201,Electronics,5,,
5361,25,Male,rare,7071,Electronics,4,,
5362,31,Female,frequent,17241,Electronics,5,,
5363,34,Male,frequent,10212,Electronics,6,,
5364,23,Male,occasional,5750,Books,5,,
5365,28,Male,occasional,3466,Clothing,5,,
5366,28,Male,rare,12657,Health,6,,
5367,21,Male,rare,5398,Electronics,5,,
5368,29,Female,occasional,13956,Clothing,6,,
5369,36,Male,rare,12984,Books,6,,
5370,24,Female,occasional,10050,Books,7,,
5371,25,Female,rare,11262,Clothing,5,,
5372,28,Female,rare,16270,Beauty,4,,
5373,30,Female,rare,9122,Food,6,,
5374,30,Male,rare,3529,Electronics,6,,
5375,31,Female,occasional,14240,Health,5,,
5376,29,Female,frequent,7119,Food,8,,
5377,41,Male,occasional,4934,Food,3,,
5378,28,Male,rare,7092,Clothing,6,,
5379,24,Female,rare,8368,Health,5,,
5380,23,Male,occasional,18309,Health,3,,
5381,29,Male,rare,5839,Clothing,4,,
5382,28,Male,rare,14508,Electronics,6,,
5383,35,Male,rare,11435,Clothing,4,,
5384,29,Male,occasional,10689,Electronics,8,,
5385,30,Female,rare,13859,Books,8,,
5386,23,Male,rare,9317,Health,5,,
5387,29,Male,rare,13559,Food,5,,
5388,29,Male,frequent,13036,Health,5,,
5389,24,Female,occasional,13733,Electronics,4,,
5390,26,Male,frequent,11448,Electronics,5,,
5391,26,Female,rare,1884,Books,4,,
5392,34,Male,rare,4122,Electronics,6,,
5393,32,Male,rare,9447,Electronics,4,,
5394,33,Male,frequent,14338,Clothing,6,,
5395,36,Male,frequent,13853,Electronics,6,,
5396,29,Female,occasional,15004,Electronics,5,,
5397,35,Female,occasional,14182,Food,4,,
5398,29,Female,frequent,6440,Health,8,,
5399,35,Male,rare,7142,Beauty,4,,
5400,24,Female,occasional,4490,Home,5,,
5401,27,Male,occasional,6776,Electronics,6,,
5402,34,Female,frequent,7552,Clothing,5,,
5403,37,Female,occasional,14783,Home,5,,
5404,30,Male,rare,8816,Clothing,5,,
5405,29,Male,rare,18465,Food,5,,
5406,33,Male,occasional,12200,Clothing,6,,
5407,29,Female,occasional,3450,Electronics,6,,
5408,30,Male,rare,6653,Clothing,5,,
5409,31,Female,occasional,5600,Books,6,,
5410,35,Male,frequent,2970,Clothing,5,,
5411,25,Male,rare,14268,Electronics,3,,
5412,28,Female,occasional,6139,Food,7,,
5413,33,Female,occasional,17847,Electronics,4,,
5414,20,Female,rare,11441,Health,5,,
5415,36,Female,frequent,9502,Books,5,,
5416,27,Female,occasional,12895,Health,2,,
5417,25,Female,rare,6325,Health,4,,
5418,31,Female,rare,12003,Food,5,,
5419,40,Female,occasional,6445,Food,6,,
5420,27,Female,occasional,8155,Electronics,4,,
5421,23,Male,frequent,12868,Food,5,,
5422,29,Male,occasional,5879,Electronics,6,,
5423,35,Male,occasional,17165,Clothing,4,,
5424,29,Female,rare,20044,Electronics,2,,
5425,33,Male,occasional,10747,Books,4,,
5426,35,Male,rare,5718,Beauty,5,,
5427,22,Female,frequent,19451,Books,5,,
5428,33,Male,rare,14218,Electronics,4,,
5429,28,Male,rare,4786,Clothing,6,,
5430,30,Female,occasional,7068,Home,3,,
5431,40,Female,occasional,3961,Electronics,6,,
5432,31,Male,frequent,11487,Clothing,4,,
5433,34,Female,rare,12520,Beauty,4,,
5434,26,Female,rare,6959,Electronics,5,,
5435,32,Female,rare,12407,Clothing,5,,
5436,29,Male,rare,18787,Electronics,4,,
5437,29,Male,rare,6223,Electronics,4,,
5438,32,Female,frequent,11860,Electronics,4,,
5439,23,Female,rare,10183,Clothing,4,,
5440,36,Female,occasional,5519,Electronics,6,,
5441,40,Male,rare,7778,Electronics,6,,
5442,28,Male,rare,15078,Food,7,,
5443,32,Female,rare,4040,Food,6,,
5444,39,Female,rare,10885,Electronics,3,,
5445,26,Male,rare,10209,Electronics,5,,
5446,30,Female,frequent,2679,Electronics,5,,
5447,40,Female,frequent,13898,Clothing,4,,
5448,26,Female,occasional,9417,Books,5,,
5449,34,Male,rare,6581,Books,4,,
5450,32,Female,occasional,8917,Electronics,5,,
5451,28,Male,rare,1809,Electronics,6,,
5452,32,Female,rare,2817,Home,4,,
5453,29,Male,frequent,19040,Clothing,4,,
5454,33,Male,frequent,13067,Electronics,6,,
5455,28,Male,frequent,5887,Electronics,5,,
5456,22,Female,occasional,14098,Electronics,5,,
5457,34,Female,rare,10109,Books,6,,
5458,35,Female,rare,1990,Health,4,,
5459,30,Female,frequent,17089,Home,6,,
5460,26,Female,rare,11068,Electronics,6,,
5461,28,Female,occasional,15976,Beauty,6,,
5462,24,Female,frequent,17961,Clothing,7,,
5463,24,Male,rare,13143,Health,4,,
5464,35,Female,occasional,3405,Food,7,,
5465,21,Male,occasional,6494,Clothing,6,,
5466,32,Female,occasional,16522,Clothing,5,,
5467,28,Male,rare,2605,Food,6,,
5468,24,Male,occasional,12357,Electronics,4,,
5469,29,Male,rare,10561,Books,3,,
5470,29,Female,rare,16816,Food,6,,
5471,35,Female,occasional,1926,Beauty,3,,
5472,41,Female,rare,15522,Electronics,6,,
5473,38,Male,occasional,12384,Beauty,4,,
5474,37,Female,rare,18738,Health,4,,
5475,37,Female,occasional,3668,Food,4,,
5476,34,Female,rare,11713,Electronics,5,,
5477,28,Male,occasional,13237,Clothing,5,,
5478,31,Female,rare,2385,Electronics,4,,
5479,23,Female,frequent,11346,Electronics,6,,
5480,27,Male,rare,13025,Home,6,,
5481,26,Female,occasional,14052,Books,5,,
5482,25,Male,rare,3238,Electronics,4,,
5483,36,Male,occasional,15105,Food,4,,
5484,32,Male,occasional,7686,Electronics,3,,
5485,31,Female,occasional,3359,Electronics,5,,
5486,30,Female,frequent,12202,Electronics,6,,
5487,34,Male,rare,4074,Home,4,,
5488,34,Female,frequent,8344,Food,4,,
5489,26,Female,rare,10822,Electronics,3,,
5490,21,Female,rare,7914,Clothing,5,,
5491,25,Female,rare,2412,Health,8,,
5492,28,Male,frequent,14380,Food,6,,
5493,30,Male,rare,6002,Books,5,,
5494,37,Male,frequent,9513,Clothing,6,,
5495,33,Male,frequent,2219,Health,5,,
5496,33,Male,occasional,16254,Electronics,5,,
5497,34,Female,rare,5544,Books,6,,
5498,29,Male,frequent,1986,Books,5,,
5499,25,Male,frequent,15855,Health,5,,
5500,26,Male,rare,8098,Clothing,4,,
5501,24,Male,occasional,3670,Books,5,,
5502,24,Female,rare,8774,Food,5,,
5503,23,Male,occasional,5853,Clothing,5,,
5504,34,Female,rare,12033,Clothing,4,,
5505,25,Female,rare,4829,Electronics,4,,
5506,33,Male,frequent,14215,Clothing,5,,
5507,40,Female,occasional,9964,Clothing,4,,
5508,29,Male,rare,7670,Food,6,,
5509,29,Female,rare,3100,Electronics,3,,
5510,34,Male,rare,7160,Electronics,7,,
5511,30,Male,rare,6928,Electronics,3,,
5512,27,Male,frequent,12719,Electronics,3,,
5513,24,Female,rare,4510,Books,5,,
5514,30,Female,occasional,13077,Books,6,,
5515,28,Female,rare,11558,Clothing,3,,
5516,32,Male,rare,3430,Clothing,5,,
5517,31,Male,occasional,3849,Beauty,6,,
5518,36,Male,frequent,13031,Electronics,4,,
5519,33,Female,frequent,13717,Books,4,,
5520,35,Male,rare,4504,Clothing,4,,
5521,30,Female,rare,19474,Food,4,,
5522,34,Female,rare,1694,Electronics,6,,
5523,29,Female,occasional,6743,Clothing,6,,
5524,29,Female,rare,5036,Books,6,,
5525,30,Female,occasional,9974,Electronics,6,,
5526,25,Male,occasional,10627,Beauty,4,,
5527,25,Male,frequent,14641,Electronics,5,,
5528,29,Female,rare,9005,Clothing,5,,
5529,24,Male,occasional,9323,Home,7,,
5530,30,Male,occasional,17435,Food,4,,
5531,34,Male,rare,18731,Electronics,4,,
5532,26,Male,frequent,5541,Electronics,6,,
5533,30,Male,occasional,11789,Food,5,,
5534,23,Female,rare,5639,Food,5,,
5535,34,Male,occasional,5238,Clothing,4,,
5536,28,Female,occasional,2233,Books,4,,
5537,37,Female,frequent,3590,Electronics,6,,
5538,30,Male,rare,17415,Clothing,4,,
5539,38,Male,frequent,8867,Health,6,,
5540,31,Male,frequent,12417,Books,4,,
5541,29,Female,rare,10889,Books,5,,
5542,35,Female,occasional,11010,Clothing,5,,
5543,32,Male,frequent,11203,Electronics,6,,
5544,28,Female,occasional,7230,Clothing,5,,
5545,33,Male,rare,14254,Clothing,4,,
5546,33,Male,frequent,18086,Clothing,4,,
5547,32,Male,rare,3492,Electronics,5,,
5548,28,Male,rare,14825,Health,5,,
5549,30,Female,rare,7529,Health,5,,
5550,34,Female,rare,6482,Food,4,,
5551,35,Female,rare,12269,Health,6,,
5552,31,Female,rare,17368,Clothing,4,,
5553,26,Female,rare,5148,Food,4,,
5554,33,Male,frequent,7902,Health,4,,
5555,31,Male,occasional,6071,Books,6,,
5556,35,Female,rare,5637,Electronics,5,,
5557,23,Female,rare,5724,Food,5,,
5558,27,Male,rare,6221,Food,6,,
5559,32,Male,rare,7876,Books,5,,
5560,24,Female,rare,11538,Electronics,4,,
5561,42,Male,rare,14318,Food,5,,
5562,26,Male,frequent,17070,Electronics,3,,
5563,32,Male,rare,15261,Electronics,3,,
5564,22,Female,frequent,8235,Electronics,8,,
5565,40,Male,occasional,9692,Electronics,5,,
5566,33,Male,frequent,9779,Electronics,7,,
5567,28,Female,occasional,15252,Food,5,,
5568,31,Male,rare,10869,Electronics,6,,
5569,27,Male,rare,10558,Electronics,4,,
5570,22,Male,occasional,10440,Electronics,4,,
5571,25,Male,rare,10602,Clothing,7,,
5572,26,Female,rare,3592,Electronics,5,,
5573,35,Male,occasional,6848,Electronics,7,,
5574,32,Male,frequent,3737,Electronics,5,,
5575,28,Male,rare,13994,Clothing,3,,
5576,29,Female,frequent,5089,Electronics,4,,
5577,35,Male,occasional,5935,Clothing,5,,
5578,26,Female,rare,16141,Electronics,4,,
5579,33,Female,frequent,2365,Electronics,5,,
5580,26,Male,rare,6338,Clothing,4,,
5581,33,Male,occasional,10786,Books,4,,
5582,36,Female,rare,6660,Books,7,,
5583,28,Male,occasional,12076,Electronics,5,,
5584,32,Male,rare,9607,Books,6,,
5585,20,Female,occasional,13614,Electronics,4,,
5586,31,Male,frequent,9628,Food,5,,
5587,31,Male,occasional,12810,Books,4,,
5588,32,Male,frequent,3075,Books,5,,
5589,35,Female,rare,9263,Home,7,,
5590,26,Male,rare,8130,Clothing,6,,
5591,36,Male,rare,12416,Clothing,6,,
5592,26,Female,frequent,11742,Home,4,,
5593,23,Female,rare,20196,Clothing,6,,
5594,40,Male,rare,3356,Electronics,4,,
5595,34,Male,frequent,12774,Electronics,3,,
5596,33,Female,occasional,8846,Health,6,,
5597,33,Female,rare,12572,Health,6,,
5598,29,Female,rare,13729,Electronics,4,,
5599,35,Male,rare,5266,Electronics,5,,
5600,36,Male,rare,8055,Books,5,,
5601,23,Female,rare,18567,Books,4,,
5602,25,Male,rare,20155,Food,5,,
5603,27,Male,frequent,16144,Beauty,5,,
5604,32,Female,rare,10760,Electronics,6,,
5605,20,Male,rare,4385,Electronics,4,,
5606,29,Male,rare,12190,Electronics,6,,
5607,24,Male,occasional,9163,Electronics,6,,
5608,28,Male,frequent,12402,Electronics,5,,
5609,23,Male,rare,4753,Electronics,5,,
5610,35,Male,rare,3590,Electronics,6,,
5611,29,Male,frequent,13208,Electronics,4,,
5612,29,Female,rare,4348,Books,7,,
5613,37,Male,occasional,10597,Clothing,5,,
5614,26,Male,frequent,3900,Electronics,6,,
5615,23,Female,occasional,9911,Electronics,5,,
5616,27,Male,occasional,15465,Books,6,,
5617,27,Male,occasional,7511,Beauty,4,,
5618,32,Female,rare,19685,Books,4,,
5619,29,Male,frequent,4262,Books,5,,
5620,24,Male,occasional,18323,Electronics,3,,
5621,29,Female,frequent,3420,Electronics,6,,
5622,33,Male,rare,11948,Clothing,4,,
5623,24,Male,rare,13578,Books,5,,
5624,34,Male,frequent,9838,Food,5,,
5625,33,Male,frequent,11483,Electronics,4,,
5626,37,Female,rare,4058,Electronics,5,,
5627,29,Male,frequent,8541,Clothing,5,,
5628,32,Female,occasional,6390,Food,6,,
5629,26,Female,occasional,6884,Clothing,6,,
5630,29,Male,occasional,13610,Clothing,5,,
5631,25,Male,rare,14683,Beauty,7,,
5632,35,Female,rare,9948,Books,5,,
5633,24,Male,rare,3663,Books,5,,
5634,33,Female,rare,11254,Food,6,,
5635,27,Female,occasional,10590,Food,5,,
5636,25,Female,rare,14888,Books,4,,
5637,37,Female,frequent,7463,Food,4,,
5638,30,Male,occasional,9439,Home,6,,
5639,31,Female,rare,7992,Health,5,,
5640,31,Female,frequent,12047,Health,5,,
5641,33,Male,rare,3969,Books,5,,
5642,37,Male,occasional,18788,Clothing,6,,
5643,30,Male,occasional,10713,Clothing,5,,
5644,35,Female,rare,11883,Books,4,,
5645,20,Female,rare,13113,Books,5,,
5646,33,Male,occasional,3340,Books,5,,
5647,32,Male,frequent,8499,Home,6,,
5648,31,Male,frequent,3860,Clothing,3,,
5649,31,Female,rare,7117,Food,5,,
5650,28,Male,rare,9416,Health,5,,
5651,27,Male,rare,13156,Health,7,,
5652,35,Male,occasional,21209,Food,5,,
5653,29,Female,occasional,2102,Books,7,,
5654,35,Male,rare,2656,Books,5,,
5655,28,Female,occasional,13647,Electronics,7,,
5656,25,Male,rare,12714,Books,6,,
5657,36,Male,rare,5834,Clothing,6,,
5658,30,Female,rare,1820,Food,6,,
5659,35,Female,occasional,11532,Electronics,5,,
5660,24,Female,rare,8778,Electronics,5,,
5661,32,Female,occasional,11252,Home,8,,
5662,29,Female,frequent,10960,Food,4,,
5663,39,Male,rare,11941,Books,6,,
5664,36,Female,rare,5465,Clothing,4,,
5665,33,Female,rare,13705,Clothing,6,,
5666,28,Male,occasional,2387,Electronics,5,,
5667,34,Male,occasional,16168,Health,4,,
5668,33,Female,frequent,6664,Books,2,,
5669,24,Female,rare,2342,Electronics,5,,
5670,35,Male,rare,6299,Health,4,,
5671,34,Male,rare,13891,Food,4,,
5672,29,Male,occasional,15812,Clothing,5,,
5673,40,Female,rare,16453,Clothing,6,,
5674,34,Female,rare,4943,Books,5,,
5675,28,Male,rare,16368,Clothing,5,,
5676,34,Female,occasional,17038,Books,5,,
