Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Review Rating,Subscription Status,Frequency of Purchases
841,42,Male,Shirt,Clothing,24,4.2,Yes,Weekly
842,55,Male,Sweater,Clothing,88,2.6,Yes,Fortnightly
843,59,Male,Shirt,Clothing,87,3.6,Yes,Weekly
844,65,Male,Hoodie,Clothing,80,3.2,Yes,Weekly
845,59,Male,Sandals,Footwear,48,4.4,Yes,Bi-Weekly
846,31,Male,Belt,Accessories,21,3.7,Yes,Monthly
847,49,Male,Boots,Footwear,72,3.7,Yes,Quarterly
848,53,Male,Hoodie,Clothing,44,4.1,Yes,Monthly
849,48,Male,Sandals,Footwear,73,3.6,Yes,Bi-Weekly
850,23,Male,Jeans,Clothing,61,4.3,Yes,Quarterly
851,68,Male,Shoes,Footwear,20,2.6,Yes,Monthly
852,35,Male,Sandals,Footwear,86,2.9,Yes,Monthly
853,34,Male,Dress,Clothing,60,4.2,Yes,Every 3 Months
854,62,Male,Hat,Accessories,43,4,Yes,Monthly
855,21,Male,Pants,Clothing,44,4.3,Yes,Monthly
856,70,Male,Socks,Clothing,76,3,Yes,Quarterly
857,55,Male,Shirt,Clothing,33,3.5,Yes,Fortnightly
858,43,Male,Shorts,Clothing,60,3,Yes,Every 3 Months
859,19,Male,Jacket,Outerwear,26,3.1,Yes,Weekly
860,47,Male,Hoodie,Clothing,73,4,Yes,Monthly
861,26,Male,Shoes,Footwear,87,4.1,Yes,Monthly
862,46,Male,Skirt,Clothing,100,3.3,Yes,Every 3 Months
863,19,Male,Coat,Outerwear,84,4.9,Yes,Fortnightly
864,49,Male,Sneakers,Footwear,41,3.9,Yes,Fortnightly
865,51,Male,Jeans,Clothing,59,3.9,Yes,Annually
866,64,Male,Blouse,Clothing,26,4.8,Yes,Annually
867,67,Male,Sunglasses,Accessories,69,2.7,Yes,Bi-Weekly
868,37,Male,Jacket,Outerwear,20,3.1,Yes,Fortnightly
869,40,Male,Dress,Clothing,83,3.2,Yes,Every 3 Months
870,38,Male,Hat,Accessories,54,2.7,Yes,Weekly
871,66,Male,Hoodie,Clothing,66,2.5,Yes,Bi-Weekly
872,47,Male,Handbag,Accessories,42,2.6,Yes,Quarterly
873,56,Male,Jeans,Clothing,33,2.9,Yes,Quarterly
874,51,Male,Boots,Footwear,77,4.2,Yes,Quarterly
875,25,Male,Jacket,Outerwear,65,4.4,Yes,Every 3 Months
876,37,Male,Sandals,Footwear,39,4.1,Yes,Every 3 Months
877,41,Male,Belt,Accessories,51,3.8,Yes,Weekly
878,64,Male,Handbag,Accessories,65,4.9,Yes,Every 3 Months
879,23,Male,Sunglasses,Accessories,89,4.9,Yes,Weekly
880,62,Male,Skirt,Clothing,76,4.1,Yes,Quarterly
881,39,Male,Backpack,Accessories,75,3.1,Yes,Monthly
882,52,Male,Sandals,Footwear,61,2.7,Yes,Annually
883,50,Male,Boots,Footwear,35,3.8,Yes,Every 3 Months
884,28,Male,Sneakers,Footwear,37,4.3,Yes,Monthly
885,67,Male,Skirt,Clothing,91,4.1,Yes,Weekly
886,41,Male,Dress,Clothing,99,4.4,Yes,Every 3 Months
887,19,Male,Shorts,Clothing,54,3.6,Yes,Monthly
888,70,Male,Handbag,Accessories,47,3.3,Yes,Fortnightly
889,49,Male,Scarf,Accessories,77,3.6,Yes,Annually
890,59,Male,Belt,Accessories,84,2.8,Yes,Weekly
891,52,Male,Gloves,Accessories,51,4.3,Yes,Monthly
892,20,Male,Skirt,Clothing,26,3.9,Yes,Every 3 Months
893,31,Male,Shorts,Clothing,64,2.7,Yes,Monthly
894,33,Male,Backpack,Accessories,51,4.7,Yes,Monthly
895,44,Male,Hoodie,Clothing,60,3.8,Yes,Quarterly
896,40,Male,Hat,Accessories,69,4.7,Yes,Quarterly
897,69,Male,Jewelry,Accessories,29,4.7,Yes,Fortnightly
898,29,Male,Shirt,Clothing,91,3.4,Yes,Weekly
899,54,Male,Belt,Accessories,70,3.5,Yes,Every 3 Months
900,65,Male,Sweater,Clothing,58,4,Yes,Annually
901,54,Male,Hat,Accessories,98,3.3,Yes,Quarterly
902,60,Male,Scarf,Accessories,68,4.7,Yes,Monthly
903,43,Male,Hat,Accessories,44,2.8,Yes,Monthly
904,44,Male,Jacket,Outerwear,45,3.3,Yes,Quarterly
905,69,Male,T-shirt,Clothing,99,2.9,Yes,Every 3 Months
906,46,Male,Dress,Clothing,68,2.8,Yes,Annually
907,41,Male,Pants,Clothing,56,4.2,Yes,Bi-Weekly
908,32,Male,Sweater,Clothing,43,4.4,Yes,Bi-Weekly
909,26,Male,Sunglasses,Accessories,99,3.6,Yes,Every 3 Months
910,61,Male,Belt,Accessories,56,2.7,Yes,Weekly
911,49,Male,Hoodie,Clothing,25,3.4,Yes,Monthly
912,53,Male,Pants,Clothing,74,2.8,Yes,Quarterly
913,24,Male,Hoodie,Clothing,56,3.4,Yes,Monthly
914,37,Male,Sneakers,Footwear,47,2.6,Yes,Every 3 Months
915,43,Male,Dress,Clothing,67,4.1,Yes,Every 3 Months
916,31,Male,Dress,Clothing,22,2.9,Yes,Fortnightly
917,49,Male,Jeans,Clothing,34,2.7,Yes,Monthly
918,69,Male,Sweater,Clothing,64,3.7,Yes,Quarterly
919,65,Male,Shorts,Clothing,42,4.3,Yes,Fortnightly
920,41,Male,Shirt,Clothing,82,2.6,Yes,Bi-Weekly
921,37,Male,Belt,Accessories,81,4.3,Yes,Weekly
922,70,Male,Coat,Outerwear,24,4.1,Yes,Weekly
923,63,Male,Sneakers,Footwear,60,4.2,Yes,Monthly
924,55,Male,Shirt,Clothing,24,4.2,Yes,Weekly
925,52,Male,Socks,Clothing,78,3.1,Yes,Quarterly
926,22,Male,Jeans,Clothing,88,4.9,Yes,Monthly
927,54,Male,Jeans,Clothing,63,4.4,Yes,Bi-Weekly
928,28,Male,Sneakers,Footwear,78,4.4,Yes,Bi-Weekly
929,67,Male,Dress,Clothing,37,3.4,Yes,Every 3 Months
930,59,Male,Boots,Footwear,94,4.5,Yes,Fortnightly
931,26,Male,T-shirt,Clothing,78,4.5,Yes,Bi-Weekly
932,24,Male,Coat,Outerwear,36,4.1,Yes,Fortnightly
933,62,Male,Skirt,Clothing,24,3.2,Yes,Bi-Weekly
934,70,Male,Sneakers,Footwear,84,2.7,Yes,Monthly
935,45,Male,Jeans,Clothing,47,3.7,Yes,Monthly
936,58,Male,Hoodie,Clothing,51,2.6,Yes,Fortnightly
937,31,Male,Shoes,Footwear,84,2.7,Yes,Weekly
938,32,Male,Shorts,Clothing,24,2.7,Yes,Quarterly
939,36,Male,Blouse,Clothing,97,4.8,Yes,Fortnightly
940,25,Male,T-shirt,Clothing,89,4.8,Yes,Monthly
941,48,Male,Belt,Accessories,44,2.6,Yes,Every 3 Months
942,39,Male,Handbag,Accessories,35,4.5,Yes,Every 3 Months
943,26,Male,Dress,Clothing,91,3.2,Yes,Bi-Weekly
944,32,Male,Hat,Accessories,63,3.8,Yes,Fortnightly
945,54,Male,Belt,Accessories,97,4.8,Yes,Bi-Weekly
946,38,Male,Boots,Footwear,38,4.1,Yes,Every 3 Months
947,46,Male,Coat,Outerwear,24,2.8,Yes,Quarterly
948,57,Male,Blouse,Clothing,32,3.9,Yes,Every 3 Months
949,49,Male,Hat,Accessories,90,4.9,Yes,Every 3 Months
950,33,Male,Jeans,Clothing,36,3.4,Yes,Monthly
951,54,Male,Backpack,Accessories,37,4.1,Yes,Quarterly
952,47,Male,Dress,Clothing,51,2.9,Yes,Monthly
953,36,Male,Hat,Accessories,71,3.1,Yes,Monthly
954,68,Male,Sunglasses,Accessories,50,3.6,Yes,Quarterly
955,60,Male,Hat,Accessories,74,3.5,Yes,Every 3 Months
956,55,Male,Dress,Clothing,75,3.4,Yes,Monthly
957,29,Male,Shirt,Clothing,99,2.9,Yes,Quarterly
958,38,Male,Scarf,Accessories,23,4.7,Yes,Quarterly
959,70,Male,Sneakers,Footwear,53,4.4,Yes,Bi-Weekly
960,36,Male,Skirt,Clothing,99,2.6,Yes,Fortnightly
961,18,Male,Jewelry,Accessories,48,4.4,Yes,Quarterly
962,62,Male,Boots,Footwear,72,3.7,Yes,Quarterly
963,29,Male,Sunglasses,Accessories,64,4.4,Yes,Fortnightly
964,21,Male,Boots,Footwear,63,2.5,Yes,Weekly
965,42,Male,Sandals,Footwear,51,2.6,Yes,Bi-Weekly
966,43,Male,Boots,Footwear,55,5,Yes,Annually
967,58,Male,Dress,Clothing,55,4.9,Yes,Annually
968,27,Male,Hoodie,Clothing,26,3.7,Yes,Weekly
969,57,Male,Shorts,Clothing,67,3.1,Yes,Quarterly
970,40,Male,Coat,Outerwear,31,3.2,Yes,Monthly
971,45,Male,Jeans,Clothing,66,4.4,Yes,Monthly
972,47,Male,Sunglasses,Accessories,67,4.3,Yes,Weekly
973,61,Male,Sneakers,Footwear,61,3,Yes,Weekly
974,60,Male,Jacket,Outerwear,75,3.5,Yes,Quarterly
975,69,Male,Skirt,Clothing,90,3.6,Yes,Monthly
976,58,Male,Sweater,Clothing,40,3.8,Yes,Weekly
977,34,Male,T-shirt,Clothing,90,3.6,Yes,Every 3 Months
978,20,Male,Belt,Accessories,20,4.6,Yes,Bi-Weekly
979,56,Male,Gloves,Accessories,40,2.5,Yes,Weekly
980,64,Male,Hat,Accessories,33,3.5,Yes,Monthly
981,56,Male,Boots,Footwear,98,4,Yes,Every 3 Months
982,27,Male,Belt,Accessories,42,3.5,Yes,Quarterly
983,35,Male,Coat,Outerwear,62,3.2,Yes,Monthly
984,24,Male,Hat,Accessories,45,3.5,Yes,Bi-Weekly
985,26,Male,Shoes,Footwear,78,3.4,Yes,Bi-Weekly
986,32,Male,Handbag,Accessories,80,5,Yes,Annually
987,54,Male,Scarf,Accessories,96,4.5,Yes,Monthly
988,62,Male,Handbag,Accessories,47,2.8,Yes,Weekly
989,50,Male,Pants,Clothing,84,4.9,Yes,Fortnightly
990,70,Male,Shoes,Footwear,31,3.1,Yes,Monthly
991,48,Male,Sunglasses,Accessories,63,4.8,Yes,Weekly
992,20,Male,Shorts,Clothing,97,2.7,Yes,Bi-Weekly
993,46,Male,Jacket,Outerwear,99,4.6,Yes,Weekly
994,51,Male,Sandals,Footwear,90,4.4,Yes,Weekly
995,53,Male,Shoes,Footwear,68,3.2,Yes,Monthly
996,44,Male,Jewelry,Accessories,80,3,Yes,Weekly
997,29,Male,Sandals,Footwear,91,4.9,Yes,Quarterly
998,64,Male,Pants,Clothing,30,3.6,Yes,Fortnightly
999,51,Male,Shoes,Footwear,90,3.8,Yes,Bi-Weekly
1000,50,Male,Socks,Clothing,28,2.9,Yes,Monthly
1001,43,Male,Socks,Clothing,46,3.9,Yes,Bi-Weekly
1002,61,Male,Dress,Clothing,60,3.6,Yes,Fortnightly
1003,55,Male,Shoes,Footwear,59,3.5,Yes,Bi-Weekly
1004,56,Male,Hat,Accessories,68,4,Yes,Bi-Weekly
1005,33,Male,Backpack,Accessories,79,4.8,Yes,Annually
1006,43,Male,Backpack,Accessories,94,3.9,Yes,Bi-Weekly
1007,21,Male,Pants,Clothing,83,4.5,Yes,Quarterly
1008,58,Male,Gloves,Accessories,62,4.8,Yes,Annually
1009,41,Male,Scarf,Accessories,85,2.6,Yes,Annually
1010,39,Male,Hoodie,Clothing,30,3.1,Yes,Annually
1011,54,Male,Jeans,Clothing,24,4.7,Yes,Fortnightly
1012,43,Male,Backpack,Accessories,25,2.9,Yes,Fortnightly
1013,28,Male,Sandals,Footwear,37,3.8,Yes,Annually
1014,59,Male,Belt,Accessories,69,3.8,Yes,Bi-Weekly
1015,28,Male,Shoes,Footwear,97,3,Yes,Fortnightly
1016,68,Male,Gloves,Accessories,24,4.1,Yes,Weekly
1017,20,Male,Belt,Accessories,30,3.4,Yes,Every 3 Months
1018,21,Male,Jacket,Outerwear,53,2.5,Yes,Annually
1019,50,Male,Dress,Clothing,70,4.9,Yes,Weekly
1020,32,Male,Shirt,Clothing,76,2.8,Yes,Bi-Weekly
1021,24,Male,Scarf,Accessories,95,4.5,Yes,Annually
1022,55,Male,Coat,Outerwear,51,4.9,Yes,Weekly
1023,61,Male,Handbag,Accessories,41,4.9,Yes,Annually
1024,61,Male,Sunglasses,Accessories,71,3.5,Yes,Every 3 Months
1025,28,Male,T-shirt,Clothing,66,3.5,Yes,Quarterly
1026,60,Male,Shirt,Clothing,84,4.9,Yes,Annually
1027,49,Male,Handbag,Accessories,95,3,Yes,Bi-Weekly
1028,33,Male,Jewelry,Accessories,90,2.8,Yes,Monthly
1029,45,Male,Hoodie,Clothing,36,3.7,Yes,Fortnightly
1030,29,Male,Gloves,Accessories,22,3.6,Yes,Bi-Weekly
1031,58,Male,Coat,Outerwear,89,3.3,Yes,Quarterly
1032,22,Male,Sandals,Footwear,50,3.4,Yes,Quarterly
1033,55,Male,Boots,Footwear,36,4,Yes,Quarterly
1034,19,Male,Pants,Clothing,52,4.6,Yes,Quarterly
1035,68,Male,Socks,Clothing,29,4.2,Yes,Weekly
1036,61,Male,Blouse,Clothing,89,2.8,Yes,Annually
1037,68,Male,Handbag,Accessories,47,3.7,Yes,Monthly
1038,52,Male,Jewelry,Accessories,25,3.4,Yes,Quarterly
1039,41,Male,Pants,Clothing,74,3,Yes,Weekly
1040,29,Male,Belt,Accessories,46,4.8,Yes,Monthly
1041,68,Male,Jeans,Clothing,22,4,Yes,Fortnightly
1042,36,Male,Shirt,Clothing,25,4.9,Yes,Fortnightly
1043,55,Male,Belt,Accessories,80,4.9,Yes,Weekly
1044,28,Male,Jeans,Clothing,76,3.3,Yes,Fortnightly
1045,39,Male,Jeans,Clothing,30,4.4,Yes,Every 3 Months
1046,54,Male,Sweater,Clothing,79,3.5,Yes,Bi-Weekly
1047,40,Male,Sneakers,Footwear,22,4.2,Yes,Annually
1048,31,Male,Socks,Clothing,36,4.2,Yes,Fortnightly
1049,30,Male,Socks,Clothing,77,2.7,Yes,Fortnightly
1050,45,Male,Sunglasses,Accessories,33,2.8,Yes,Quarterly
1051,48,Male,Sneakers,Footwear,64,3.8,Yes,Monthly
1052,45,Male,Socks,Clothing,53,2.6,Yes,Annually
1053,60,Male,Shoes,Footwear,36,3,Yes,Fortnightly
1054,59,Male,Blouse,Clothing,70,3.3,No,Bi-Weekly
1055,18,Male,Shorts,Clothing,96,4.9,No,Quarterly
1056,70,Male,Jacket,Outerwear,27,3.3,No,Annually
1057,20,Male,Sweater,Clothing,64,2.9,No,Fortnightly
1058,65,Male,Jacket,Outerwear,23,4.4,No,Weekly
1059,29,Male,Scarf,Accessories,33,3.1,No,Every 3 Months
1060,22,Male,Jacket,Outerwear,34,2.5,No,Monthly
1061,27,Male,Sweater,Clothing,35,2.6,No,Every 3 Months
1062,36,Male,Coat,Outerwear,62,4.4,No,Every 3 Months
1063,59,Male,Boots,Footwear,75,2.6,No,Every 3 Months
1064,62,Male,Hoodie,Clothing,29,3.3,No,Monthly
1065,34,Male,Hat,Accessories,28,3.5,No,Every 3 Months
1066,59,Male,T-shirt,Clothing,20,4.1,No,Every 3 Months
1067,49,Male,Coat,Outerwear,96,4,No,Bi-Weekly
1068,18,Male,Dress,Clothing,43,2.7,No,Quarterly
1069,55,Male,Shirt,Clothing,94,2.5,No,Weekly
1070,38,Male,Skirt,Clothing,81,4.3,No,Every 3 Months
1071,50,Male,Jewelry,Accessories,75,3.3,No,Weekly
1072,61,Male,Hat,Accessories,81,2.6,No,Monthly
1073,48,Male,Shorts,Clothing,92,3.5,No,Fortnightly
1074,22,Male,Scarf,Accessories,96,4,No,Monthly
1075,48,Male,Jewelry,Accessories,71,2.6,No,Fortnightly
1076,57,Male,Sunglasses,Accessories,50,4.9,No,Bi-Weekly
1077,33,Male,Coat,Outerwear,72,2.9,No,Bi-Weekly
1078,58,Male,Jacket,Outerwear,28,3.7,No,Quarterly
1079,37,Male,Sweater,Clothing,59,4.4,No,Fortnightly
1080,18,Male,Coat,Outerwear,33,4.4,No,Monthly
1081,65,Male,Scarf,Accessories,59,3.8,No,Every 3 Months
1082,62,Male,Belt,Accessories,30,4.5,No,Annually
1083,54,Male,Hat,Accessories,85,2.6,No,Quarterly
1084,35,Male,Backpack,Accessories,97,3.3,No,Weekly
1085,34,Male,T-shirt,Clothing,36,4.1,No,Quarterly
1086,25,Male,Jewelry,Accessories,85,3,No,Fortnightly
1087,53,Male,Sunglasses,Accessories,62,3,No,Bi-Weekly
1088,45,Male,Jeans,Clothing,71,3.4,No,Monthly
1089,49,Male,Pants,Clothing,21,2.7,No,Weekly
1090,40,Male,Backpack,Accessories,61,3.8,No,Bi-Weekly
1091,38,Male,Scarf,Accessories,58,4.2,No,Fortnightly
1092,44,Male,Sweater,Clothing,80,4.7,No,Fortnightly
1093,68,Male,Jewelry,Accessories,50,4.1,No,Quarterly
1094,60,Male,Sneakers,Footwear,48,4.2,No,Every 3 Months
1095,25,Male,Jewelry,Accessories,40,4.8,No,Quarterly
1096,19,Male,Coat,Outerwear,34,3,No,Quarterly
1097,57,Male,Coat,Outerwear,46,2.6,No,Annually
1098,58,Male,Sunglasses,Accessories,27,3.2,No,Weekly
1099,49,Male,Handbag,Accessories,98,3.6,No,Weekly
1100,19,Male,Sweater,Clothing,73,2.6,No,Fortnightly
1101,50,Male,Pants,Clothing,28,4.4,No,Weekly
1102,30,Male,Gloves,Accessories,76,3,No,Fortnightly
1103,52,Male,Sweater,Clothing,83,2.9,No,Fortnightly
1104,35,Male,Hoodie,Clothing,23,4.3,No,Bi-Weekly
1105,35,Male,Hat,Accessories,28,3.1,No,Quarterly
1106,33,Male,T-shirt,Clothing,83,3,No,Every 3 Months
1107,52,Male,Skirt,Clothing,96,3.6,No,Fortnightly
1108,69,Male,Sneakers,Footwear,62,2.8,No,Weekly
1109,27,Male,Shorts,Clothing,25,2.8,No,Fortnightly
1110,66,Male,Hoodie,Clothing,97,4.9,No,Weekly
1111,28,Male,Hoodie,Clothing,61,3,No,Bi-Weekly
1112,22,Male,Shoes,Footwear,66,4.1,No,Bi-Weekly
1113,69,Male,Hoodie,Clothing,67,4.6,No,Quarterly
1114,28,Male,Sunglasses,Accessories,80,4.8,No,Bi-Weekly
1115,55,Male,Skirt,Clothing,25,2.6,No,Every 3 Months
1116,30,Male,Hat,Accessories,58,4,No,Weekly
1117,67,Male,Backpack,Accessories,96,4.2,No,Fortnightly
1118,25,Male,Sunglasses,Accessories,77,4.5,No,Monthly
1119,49,Male,Belt,Accessories,65,4.9,No,Every 3 Months
1120,34,Male,Jewelry,Accessories,36,3.1,No,Weekly
1121,22,Male,Sneakers,Footwear,84,4,No,Monthly
1122,63,Male,T-shirt,Clothing,58,3.2,No,Quarterly
1123,70,Male,Handbag,Accessories,62,4.3,No,Annually
1124,36,Male,Hat,Accessories,67,2.5,No,Monthly
1125,42,Male,Sweater,Clothing,20,4.9,No,Quarterly
1126,27,Male,Sandals,Footwear,90,2.7,No,Weekly
1127,23,Male,Scarf,Accessories,58,3.4,No,Fortnightly
1128,50,Male,Shirt,Clothing,53,4.8,No,Monthly
1129,56,Male,Gloves,Accessories,30,4.7,No,Monthly
1130,37,Male,Hoodie,Clothing,65,4.7,No,Fortnightly
1131,67,Male,Jewelry,Accessories,41,3.9,No,Bi-Weekly
1132,67,Male,Shirt,Clothing,73,3.7,No,Monthly
1133,50,Male,Hoodie,Clothing,98,4.3,No,Fortnightly
1134,36,Male,Shoes,Footwear,36,4.1,No,Weekly
1135,62,Male,T-shirt,Clothing,81,4.6,No,Every 3 Months
1136,65,Male,Skirt,Clothing,90,3.6,No,Quarterly
1137,23,Male,Handbag,Accessories,83,4.8,No,Monthly
1138,46,Male,Shirt,Clothing,91,2.8,No,Every 3 Months
1139,18,Male,Pants,Clothing,36,4.7,No,Fortnightly
1140,58,Male,Coat,Outerwear,53,3.9,No,Bi-Weekly
1141,31,Male,Jeans,Clothing,39,2.6,No,Every 3 Months
1142,39,Male,Gloves,Accessories,33,4.7,No,Fortnightly
1143,69,Male,T-shirt,Clothing,76,3.5,No,Bi-Weekly
1144,68,Male,Boots,Footwear,23,4.4,No,Quarterly
1145,41,Male,Jeans,Clothing,54,4.4,No,Fortnightly
1146,31,Male,Sneakers,Footwear,89,3,No,Every 3 Months
1147,48,Male,Sneakers,Footwear,38,4.2,No,Every 3 Months
1148,59,Male,Hat,Accessories,36,4.3,No,Annually
1149,34,Male,Pants,Clothing,66,2.6,No,Fortnightly
1150,21,Male,Jewelry,Accessories,42,3.3,No,Annually
1151,29,Male,Jewelry,Accessories,36,2.7,No,Bi-Weekly
1152,41,Male,Blouse,Clothing,86,4.2,No,Weekly
1153,62,Male,Handbag,Accessories,49,4,No,Every 3 Months
1154,27,Male,Shirt,Clothing,41,4,No,Quarterly
1155,49,Male,Dress,Clothing,82,2.9,No,Bi-Weekly
1156,67,Male,T-shirt,Clothing,53,2.6,No,Quarterly
1157,20,Male,Shoes,Footwear,21,4.8,No,Every 3 Months
1158,37,Male,Belt,Accessories,66,4.4,No,Quarterly
1159,69,Male,Belt,Accessories,89,4,No,Annually
1160,66,Male,Handbag,Accessories,55,3.6,No,Every 3 Months
1161,37,Male,Scarf,Accessories,42,3.2,No,Bi-Weekly
1162,63,Male,Shorts,Clothing,52,3.1,No,Monthly
1163,47,Male,Sandals,Footwear,92,4.2,No,Weekly
1164,26,Male,Pants,Clothing,56,3,No,Monthly
1165,68,Male,Dress,Clothing,96,4.2,No,Quarterly
1166,51,Male,T-shirt,Clothing,64,2.9,No,Every 3 Months
1167,48,Male,Dress,Clothing,48,3.7,No,Fortnightly
1168,60,Male,Socks,Clothing,83,3.6,No,Quarterly
1169,68,Male,Scarf,Accessories,91,3.6,No,Fortnightly
1170,25,Male,Backpack,Accessories,94,4.5,No,Annually
1171,57,Male,Skirt,Clothing,62,3.2,No,Bi-Weekly
1172,41,Male,Socks,Clothing,55,3.9,No,Annually
1173,59,Male,Coat,Outerwear,68,4.6,No,Bi-Weekly
1174,44,Male,Jewelry,Accessories,76,2.5,No,Bi-Weekly
1175,42,Male,Backpack,Accessories,31,4.3,No,Bi-Weekly
1176,35,Male,Belt,Accessories,81,4.1,No,Quarterly
1177,36,Male,Dress,Clothing,83,4.6,No,Quarterly
1178,54,Male,Skirt,Clothing,21,4.8,No,Monthly
1179,37,Male,Dress,Clothing,22,4.9,No,Annually
1180,20,Male,T-shirt,Clothing,33,2.8,No,Annually
1181,23,Male,Skirt,Clothing,23,4.9,No,Monthly
1182,61,Male,Shorts,Clothing,96,3.5,No,Quarterly
1183,37,Male,Jewelry,Accessories,21,3.8,No,Quarterly
1184,23,Male,Pants,Clothing,39,4.5,No,Weekly
1185,63,Male,Belt,Accessories,73,3.4,No,Annually
1186,47,Male,Jeans,Clothing,64,3.9,No,Monthly
1187,63,Male,Jeans,Clothing,68,4.1,No,Annually
1188,56,Male,Hat,Accessories,89,3,No,Every 3 Months
1189,68,Male,Blouse,Clothing,29,3.3,No,Weekly
1190,64,Male,Shirt,Clothing,97,4.9,No,Annually
1191,62,Male,Shirt,Clothing,45,4.3,No,Weekly
1192,34,Male,T-shirt,Clothing,70,4.1,No,Quarterly
1193,49,Male,Coat,Outerwear,56,4,No,Quarterly
1194,40,Male,Jacket,Outerwear,55,5,No,Fortnightly
1195,50,Male,Hoodie,Clothing,46,3.1,No,Fortnightly
1196,25,Male,Scarf,Accessories,95,4,No,Monthly
1197,30,Male,Belt,Accessories,88,3.2,No,Bi-Weekly
1198,54,Male,Sneakers,Footwear,92,3.9,No,Annually
1199,40,Male,Socks,Clothing,49,3.9,No,Annually
1200,49,Male,Sandals,Footwear,89,4.5,No,Weekly
1201,27,Male,Coat,Outerwear,22,4.4,No,Weekly
1202,27,Male,Shoes,Footwear,61,3.1,No,Fortnightly
1203,48,Male,Scarf,Accessories,29,2.9,No,Every 3 Months
1204,40,Male,Sneakers,Footwear,82,3.7,No,Annually
1205,67,Male,Belt,Accessories,94,3.2,No,Every 3 Months
1206,52,Male,Handbag,Accessories,99,3.5,No,Fortnightly
1207,22,Male,Handbag,Accessories,59,3,No,Every 3 Months
1208,62,Male,Boots,Footwear,90,4.1,No,Every 3 Months
1209,20,Male,Boots,Footwear,100,2.9,No,Annually
1210,41,Male,Pants,Clothing,62,3.8,No,Monthly
1211,34,Male,Sunglasses,Accessories,78,4.1,No,Quarterly
1212,23,Male,Hoodie,Clothing,94,4.6,No,Every 3 Months
1213,32,Male,Shoes,Footwear,74,2.5,No,Weekly
1214,68,Male,Handbag,Accessories,52,3.7,No,Every 3 Months
1215,30,Male,Jacket,Outerwear,81,3.8,No,Every 3 Months
1216,66,Male,Blouse,Clothing,20,2.6,No,Every 3 Months
1217,62,Male,Pants,Clothing,32,3.7,No,Every 3 Months
1218,50,Male,Boots,Footwear,63,2.6,No,Every 3 Months
1219,55,Male,Boots,Footwear,79,3.1,No,Every 3 Months
1220,19,Male,Sweater,Clothing,23,2.5,No,Bi-Weekly
1221,67,Male,Gloves,Accessories,64,4.9,No,Quarterly
1222,18,Male,Socks,Clothing,69,4.5,No,Quarterly
1223,58,Male,Jeans,Clothing,69,3.4,No,Annually
1224,69,Male,Pants,Clothing,24,3.9,No,Weekly
1225,62,Male,Shorts,Clothing,50,3.7,No,Weekly
1226,28,Male,Gloves,Accessories,97,2.6,No,Weekly
1227,53,Male,Sandals,Footwear,91,3.4,No,Bi-Weekly
1228,27,Male,Blouse,Clothing,37,4.9,No,Bi-Weekly
1229,55,Male,Jacket,Outerwear,55,3.9,No,Annually
1230,34,Male,Jewelry,Accessories,52,3.6,No,Annually
1231,25,Male,Hat,Accessories,80,4.6,No,Monthly
1232,66,Male,Socks,Clothing,79,4,No,Fortnightly
1233,57,Male,Handbag,Accessories,23,3.6,No,Every 3 Months
1234,46,Male,Pants,Clothing,73,3.5,No,Every 3 Months
1235,38,Male,Gloves,Accessories,99,4.1,No,Bi-Weekly
1236,23,Male,Sweater,Clothing,22,3,No,Every 3 Months
1237,42,Male,Hat,Accessories,68,4.4,No,Every 3 Months
1238,25,Male,Dress,Clothing,92,4.4,No,Quarterly
1239,55,Male,Pants,Clothing,77,3.7,No,Fortnightly
1240,62,Male,Coat,Outerwear,37,4.8,No,Every 3 Months
1241,41,Male,Scarf,Accessories,79,2.9,No,Annually
1242,58,Male,Hoodie,Clothing,51,3.1,No,Weekly
1243,56,Male,Socks,Clothing,27,4,No,Quarterly
1244,25,Male,Blouse,Clothing,23,3,No,Annually
1245,70,Male,Socks,Clothing,76,3.9,No,Monthly
1246,42,Male,Dress,Clothing,31,3.4,No,Weekly
1247,27,Male,Hoodie,Clothing,60,2.7,No,Monthly
1248,65,Male,T-shirt,Clothing,99,3.5,No,Bi-Weekly
1249,62,Male,Hat,Accessories,37,3,No,Annually
1250,62,Male,Boots,Footwear,50,4.5,No,Fortnightly
1251,52,Male,Jeans,Clothing,26,4.1,No,Monthly
1252,56,Male,Shorts,Clothing,86,5,No,Monthly
1253,28,Male,Sandals,Footwear,41,4,No,Quarterly
1254,39,Male,Sandals,Footwear,23,4.9,No,Annually
1255,54,Male,Sneakers,Footwear,56,3.3,No,Bi-Weekly
1256,30,Male,Hat,Accessories,68,4.1,No,Fortnightly
1257,45,Male,Coat,Outerwear,48,3.6,No,Fortnightly
1258,68,Male,Dress,Clothing,67,3,No,Every 3 Months
1259,47,Male,Boots,Footwear,87,4.1,No,Every 3 Months
1260,68,Male,Skirt,Clothing,64,3.9,No,Monthly
1261,63,Male,Shirt,Clothing,93,4.1,No,Quarterly
1262,20,Male,Shirt,Clothing,29,2.8,No,Fortnightly
1263,29,Male,Boots,Footwear,62,4.8,No,Monthly
1264,41,Male,Hoodie,Clothing,70,4.6,No,Bi-Weekly
1265,52,Male,Sweater,Clothing,92,2.5,No,Bi-Weekly
